id;age;sex;region;income;married;children;car;fiber;iphone;linux
ID12101;48;FEMALE;INNER_CITY;17546.0;False;1;False;True;False;True
ID12102;40;MALE;TOWN;30085.1;True;3;True;True;True;False
ID12103;51;FEMALE;INNER_CITY;16575.4;True;0;True;True;False;False
ID12104;23;FEMALE;TOWN;20375.4;True;3;False;True;False;False
ID12105;57;FEMALE;RURAL;50576.3;True;0;False;False;False;False
ID12106;57;FEMALE;TOWN;37869.6;True;2;False;True;False;True
ID12107;22;MALE;RURAL;8877.07;False;0;False;True;False;True
ID12108;58;MALE;TOWN;24946.6;True;0;True;True;False;False
ID12109;37;FEMALE;SUBURBAN;25304.3;True;2;True;False;False;False
ID12110;54;MALE;TOWN;24212.1;True;2;True;True;False;False
ID12111;66;FEMALE;TOWN;59803.9;True;0;False;True;False;False
ID12112;52;FEMALE;INNER_CITY;26658.8;False;0;True;True;True;False
ID12113;44;FEMALE;TOWN;15735.8;True;1;False;True;True;True
ID12114;66;FEMALE;TOWN;55204.7;True;1;True;True;True;True
ID12115;36;MALE;RURAL;19474.6;True;0;False;True;True;False
ID12116;38;FEMALE;INNER_CITY;22342.1;True;0;True;True;True;False
ID12117;37;FEMALE;TOWN;17729.8;True;2;False;False;True;False
ID12118;46;FEMALE;SUBURBAN;41016.0;True;0;False;False;True;False
ID12119;62;FEMALE;INNER_CITY;26909.2;True;0;False;True;False;True
ID12120;31;MALE;TOWN;22522.8;True;0;True;True;False;False
ID12121;61;MALE;INNER_CITY;57880.7;True;2;False;True;False;True
ID12122;50;MALE;TOWN;16497.3;True;2;False;True;False;False
ID12123;54;MALE;INNER_CITY;38446.6;True;0;False;True;False;False
ID12124;27;FEMALE;TOWN;15538.8;False;0;True;True;True;False
ID12125;22;MALE;INNER_CITY;12640.3;False;2;True;True;False;False
ID12126;56;MALE;INNER_CITY;41034.0;True;0;True;True;True;False
ID12127;45;MALE;INNER_CITY;20809.7;True;0;False;True;True;False
ID12128;39;FEMALE;TOWN;20114.0;True;1;False;True;False;True
ID12129;39;FEMALE;INNER_CITY;29359.1;False;3;True;True;True;False
ID12130;61;MALE;RURAL;24270.1;True;1;False;True;False;True
ID12131;61;FEMALE;RURAL;22942.9;True;2;False;True;False;False
ID12132;20;FEMALE;TOWN;16325.8;True;2;False;False;False;False
ID12133;45;MALE;SUBURBAN;23443.2;True;1;True;True;False;True
ID12134;33;FEMALE;INNER_CITY;29921.3;False;3;True;False;False;False
ID12135;43;MALE;SUBURBAN;37521.9;False;0;False;True;False;True
ID12136;27;FEMALE;INNER_CITY;19868.0;True;2;False;True;False;False
ID12137;19;MALE;RURAL;10953.0;True;3;True;True;False;False
ID12138;36;FEMALE;RURAL;13381.0;False;0;True;True;False;True
ID12139;43;FEMALE;TOWN;18504.3;True;0;True;True;False;False
ID12140;66;FEMALE;SUBURBAN;25391.5;False;2;False;True;False;False
ID12141;55;MALE;TOWN;26774.2;True;0;False;True;True;True
ID12142;47;FEMALE;INNER_CITY;26952.6;True;0;True;True;False;False
ID12143;67;MALE;TOWN;55716.5;False;2;True;False;False;True
ID12144;32;FEMALE;TOWN;27571.5;True;0;True;True;True;False
ID12145;20;MALE;INNER_CITY;13740.0;False;2;True;True;True;False
ID12146;64;MALE;INNER_CITY;52670.6;True;2;False;True;True;True
ID12147;50;FEMALE;INNER_CITY;13283.9;False;1;True;True;False;True
ID12148;29;MALE;INNER_CITY;13106.6;False;2;False;True;True;True
ID12149;52;MALE;INNER_CITY;39547.8;False;2;True;True;False;True
ID12150;47;FEMALE;RURAL;17867.3;True;2;True;False;False;False
ID12151;24;MALE;TOWN;14309.7;False;2;True;False;False;False
ID12152;36;MALE;TOWN;23894.8;True;0;False;False;False;False
ID12153;43;MALE;TOWN;16259.7;True;1;False;True;False;True
ID12154;48;MALE;SUBURBAN;29794.1;False;1;False;True;False;True
ID12155;63;MALE;TOWN;56842.5;True;0;False;True;True;False
ID12156;52;FEMALE;RURAL;47835.8;False;3;False;True;False;True
ID12157;58;FEMALE;INNER_CITY;24977.5;False;0;False;True;False;True
ID12158;28;MALE;INNER_CITY;23124.9;True;0;False;True;False;True
ID12159;29;FEMALE;INNER_CITY;15143.8;True;0;False;True;False;False
ID12160;34;MALE;INNER_CITY;25334.3;False;1;True;True;True;True
ID12161;42;FEMALE;INNER_CITY;24763.3;True;1;False;True;True;True
ID12162;65;FEMALE;INNER_CITY;36589.0;False;1;True;True;False;True
ID12163;47;MALE;INNER_CITY;27022.6;True;2;False;True;False;False
ID12164;20;MALE;INNER_CITY;11700.4;True;0;False;False;False;False
ID12165;21;MALE;TOWN;5014.21;False;0;True;True;True;False
ID12166;42;MALE;INNER_CITY;17390.1;True;0;False;True;False;False
ID12167;19;MALE;TOWN;10861.0;False;2;False;True;False;False
ID12168;41;FEMALE;TOWN;34892.9;False;0;False;True;True;False
ID12169;30;MALE;TOWN;19403.1;False;2;False;True;False;False
ID12170;31;FEMALE;RURAL;10441.9;True;2;False;True;False;True
ID12171;25;MALE;INNER_CITY;14064.9;True;3;True;True;False;False
ID12172;21;MALE;INNER_CITY;8062.73;False;0;False;True;False;True
ID12173;36;MALE;INNER_CITY;31982.0;True;3;True;True;True;True
ID12174;58;FEMALE;INNER_CITY;23197.5;True;2;False;False;True;False
ID12175;64;FEMALE;INNER_CITY;52674.0;False;2;True;True;False;True
ID12176;59;FEMALE;RURAL;35610.5;False;2;True;False;False;True
ID12177;45;FEMALE;TOWN;26948.0;False;0;False;True;True;False
ID12178;61;MALE;INNER_CITY;49456.7;True;1;True;True;True;True
ID12179;30;FEMALE;INNER_CITY;14724.5;True;0;True;True;False;False
ID12180;58;FEMALE;TOWN;34524.9;True;2;True;False;False;True
ID12181;50;FEMALE;TOWN;22052.1;False;3;False;True;False;True
ID12182;30;MALE;INNER_CITY;27808.1;False;3;False;True;False;False
ID12183;29;FEMALE;INNER_CITY;12591.4;True;1;False;True;False;False
ID12184;35;MALE;INNER_CITY;16394.4;True;1;False;True;False;True
ID12185;62;MALE;INNER_CITY;24026.1;True;0;False;True;True;True
ID12186;36;MALE;INNER_CITY;31683.1;True;1;True;True;False;True
ID12187;25;FEMALE;INNER_CITY;15525.0;True;0;False;True;False;False
ID12188;66;FEMALE;TOWN;22562.2;False;0;True;True;True;False
ID12189;30;MALE;SUBURBAN;15848.7;True;0;True;False;True;False
ID12190;54;FEMALE;INNER_CITY;31095.6;True;2;False;True;False;True
ID12191;37;MALE;TOWN;24814.5;True;1;True;True;True;True
ID12192;28;FEMALE;INNER_CITY;25429.3;False;2;False;True;True;False
ID12193;53;FEMALE;RURAL;34866.5;False;0;False;True;False;True
ID12194;61;MALE;INNER_CITY;42579.1;True;2;True;True;False;False
ID12195;61;FEMALE;INNER_CITY;41127.4;True;0;True;False;False;False
ID12196;18;FEMALE;INNER_CITY;9990.11;True;0;False;True;False;False
ID12197;22;MALE;INNER_CITY;7948.62;True;1;False;False;True;False
ID12198;34;MALE;TOWN;30870.8;True;2;True;True;True;True
ID12199;35;FEMALE;INNER_CITY;12125.8;False;2;False;True;False;False
ID12200;18;FEMALE;RURAL;15348.9;True;0;True;True;False;False
ID12201;54;MALE;INNER_CITY;26707.9;True;1;False;True;True;True
ID12202;27;FEMALE;INNER_CITY;11604.4;True;2;True;True;False;False
ID12203;42;MALE;INNER_CITY;15499.9;True;0;True;True;True;True
ID12204;43;MALE;TOWN;33088.5;False;0;False;True;True;False
ID12205;64;FEMALE;INNER_CITY;34513.6;True;1;False;True;False;True
ID12206;43;MALE;TOWN;32395.5;True;3;True;True;False;False
ID12207;49;MALE;RURAL;46633.0;True;0;True;False;False;False
ID12208;23;MALE;INNER_CITY;13039.9;True;0;False;True;False;False
ID12209;23;MALE;INNER_CITY;12681.9;False;0;False;True;False;True
ID12210;30;FEMALE;INNER_CITY;24031.5;True;2;True;True;True;False
ID12211;36;MALE;TOWN;37330.5;False;2;False;True;False;True
ID12212;34;MALE;INNER_CITY;25333.2;True;3;True;False;True;False
ID12213;51;FEMALE;INNER_CITY;37094.2;True;0;True;True;False;False
ID12214;36;MALE;TOWN;33630.6;False;2;True;True;False;True
ID12215;56;MALE;INNER_CITY;43228.2;True;1;True;True;False;True
ID12216;54;FEMALE;INNER_CITY;47796.8;True;0;False;True;False;False
ID12217;56;FEMALE;TOWN;21730.3;True;2;False;False;False;False
ID12218;26;MALE;INNER_CITY;10044.1;True;3;False;True;True;False
ID12219;39;MALE;TOWN;17270.1;False;0;True;False;False;True
ID12220;64;FEMALE;RURAL;45765.0;True;3;True;True;False;True
ID12221;46;MALE;RURAL;29525.5;False;2;False;False;True;False
ID12222;62;FEMALE;RURAL;54863.8;True;1;True;True;False;True
ID12223;36;FEMALE;TOWN;20799.0;True;1;False;False;True;True
ID12224;35;FEMALE;RURAL;33028.3;False;1;False;True;False;True
ID12225;47;MALE;RURAL;45031.9;False;3;True;False;False;True
ID12226;47;MALE;INNER_CITY;39010.8;True;2;False;True;False;True
ID12227;37;FEMALE;TOWN;25257.7;True;0;True;True;False;False
ID12228;48;FEMALE;INNER_CITY;42603.9;True;0;False;True;False;False
ID12229;41;MALE;TOWN;14092.7;True;3;True;True;False;False
ID12230;27;FEMALE;RURAL;21350.3;False;0;True;True;False;True
ID12231;43;MALE;INNER_CITY;23246.4;False;2;False;True;False;False
ID12232;61;MALE;RURAL;41609.5;True;3;False;True;True;False
ID12233;52;FEMALE;SUBURBAN;16716.1;False;2;True;True;False;False
ID12234;64;FEMALE;SUBURBAN;36436.4;True;0;True;True;False;False
ID12235;66;FEMALE;TOWN;59503.8;True;2;True;True;True;True
ID12236;53;FEMALE;TOWN;31334.8;True;1;True;True;False;True
ID12237;20;FEMALE;INNER_CITY;14048.9;True;2;True;True;True;False
ID12238;57;FEMALE;INNER_CITY;39205.3;False;0;False;True;False;True
ID12239;65;FEMALE;RURAL;42173.9;True;0;False;True;False;False
ID12240;64;FEMALE;INNER_CITY;55263.0;False;1;False;True;False;True
ID12241;52;MALE;INNER_CITY;37095.2;True;3;False;True;False;False
ID12242;47;FEMALE;INNER_CITY;22791.4;True;0;False;True;False;False
ID12243;28;FEMALE;TOWN;17240.6;True;1;True;False;True;False
ID12244;64;MALE;TOWN;48974.8;True;0;True;True;True;False
ID12245;25;MALE;INNER_CITY;18923.0;True;1;False;True;False;True
ID12246;58;MALE;SUBURBAN;51204.2;True;0;False;False;True;True
ID12247;34;MALE;TOWN;20236.2;True;2;True;True;False;False
ID12248;20;FEMALE;INNER_CITY;18860.3;False;2;False;True;False;False
ID12249;63;MALE;RURAL;25732.5;True;0;True;False;False;False
ID12250;30;FEMALE;SUBURBAN;28240.4;True;3;True;True;False;False
ID12251;53;MALE;RURAL;28193.6;True;1;True;True;False;True
ID12252;43;MALE;TOWN;36432.8;False;2;True;True;False;True
ID12253;63;MALE;TOWN;54618.8;True;2;False;False;True;True
ID12254;33;MALE;INNER_CITY;24760.8;True;1;False;True;True;True
ID12255;41;MALE;RURAL;23356.1;False;2;True;False;False;False
ID12256;20;FEMALE;SUBURBAN;8143.75;True;2;False;True;False;True
ID12257;50;MALE;TOWN;26462.5;True;0;True;True;False;False
ID12258;24;MALE;RURAL;20467.3;True;2;True;True;False;False
ID12259;60;FEMALE;TOWN;21506.2;True;0;False;True;False;True
ID12260;44;FEMALE;TOWN;15315.3;True;1;False;True;False;True
ID12261;23;MALE;INNER_CITY;18875.7;True;2;True;True;False;False
ID12262;40;FEMALE;INNER_CITY;12977.2;True;0;False;False;False;False
ID12263;49;FEMALE;TOWN;20708.5;False;3;False;True;False;False
ID12264;21;FEMALE;TOWN;7549.38;False;1;True;True;False;False
ID12265;40;FEMALE;INNER_CITY;24904.0;True;0;False;False;False;False
ID12266;26;MALE;RURAL;24071.8;True;1;False;True;True;True
ID12267;20;MALE;TOWN;9589.91;False;1;False;True;True;False
ID12268;24;MALE;INNER_CITY;8562.86;False;1;False;False;True;False
ID12269;37;FEMALE;TOWN;26707.5;False;0;True;True;False;False
ID12270;56;MALE;INNER_CITY;34020.5;True;0;False;True;False;False
ID12271;52;MALE;INNER_CITY;49175.7;True;0;True;True;False;False
ID12272;22;MALE;INNER_CITY;19726.3;True;2;False;True;False;False
ID12273;35;MALE;INNER_CITY;24346.6;True;3;True;True;False;False
ID12274;34;MALE;RURAL;26999.4;True;1;True;True;False;True
ID12275;67;FEMALE;TOWN;41558.1;True;2;False;True;False;True
ID12276;58;FEMALE;INNER_CITY;56340.3;False;0;False;True;False;True
ID12277;40;MALE;TOWN;37558.5;True;0;True;True;False;False
ID12278;41;FEMALE;INNER_CITY;30099.3;True;0;True;True;True;True
ID12279;43;MALE;INNER_CITY;15254.8;True;0;False;True;False;True
ID12280;63;MALE;INNER_CITY;36086.1;True;2;False;True;False;True
ID12281;22;FEMALE;INNER_CITY;17655.0;True;1;False;True;True;True
ID12282;60;MALE;RURAL;56658.9;False;0;False;True;False;True
ID12283;65;FEMALE;INNER_CITY;37706.5;False;0;True;True;True;False
ID12284;48;FEMALE;INNER_CITY;18516.0;True;2;True;True;True;False
ID12285;38;FEMALE;INNER_CITY;29622.0;False;0;True;False;True;False
ID12286;49;MALE;RURAL;32669.9;True;1;True;True;True;True
ID12287;20;FEMALE;INNER_CITY;18275.5;True;0;False;False;True;True
ID12288;48;FEMALE;TOWN;34410.0;True;1;False;True;False;True
ID12289;38;MALE;INNER_CITY;34866.9;True;2;True;True;True;False
ID12290;41;FEMALE;INNER_CITY;21796.6;True;0;False;True;False;False
ID12291;67;FEMALE;SUBURBAN;63130.1;True;2;True;True;False;True
ID12292;39;MALE;INNER_CITY;14996.4;True;1;True;False;False;False
ID12293;64;FEMALE;RURAL;49024.9;True;3;False;True;False;True
ID12294;41;MALE;INNER_CITY;16249.8;True;0;True;True;True;True
ID12295;55;MALE;SUBURBAN;36192.1;True;2;True;True;False;True
ID12296;52;MALE;INNER_CITY;17839.9;True;1;False;False;True;True
ID12297;30;FEMALE;INNER_CITY;18802.4;False;0;False;True;True;True
ID12298;52;MALE;INNER_CITY;48720.3;True;2;True;True;False;True
ID12299;26;MALE;INNER_CITY;14585.9;False;2;False;True;True;False
ID12300;26;FEMALE;INNER_CITY;20819.0;True;0;False;True;False;True
ID12301;46;MALE;TOWN;26077.8;True;1;True;True;False;True
ID12302;46;FEMALE;TOWN;41627.1;True;0;False;True;True;False
ID12303;52;MALE;INNER_CITY;16977.3;True;0;False;True;False;False
ID12304;37;MALE;INNER_CITY;19012.8;False;3;True;True;False;False
ID12305;22;MALE;INNER_CITY;12764.8;True;1;False;True;True;True
ID12306;18;MALE;INNER_CITY;14388.6;False;0;True;True;True;True
ID12307;63;MALE;INNER_CITY;59409.1;False;0;True;True;False;True
ID12308;25;FEMALE;INNER_CITY;14960.2;True;0;False;True;True;False
ID12309;67;MALE;INNER_CITY;39666.6;True;0;True;True;False;False
ID12310;27;MALE;INNER_CITY;20771.9;False;0;False;True;False;True
ID12311;61;MALE;INNER_CITY;24474.1;False;0;True;False;False;True
ID12312;58;MALE;TOWN;33123.7;True;1;True;True;False;True
ID12313;22;MALE;INNER_CITY;14433.4;True;0;True;True;False;True
ID12314;28;MALE;TOWN;13175.5;False;1;False;True;False;True
ID12315;23;MALE;INNER_CITY;9824.37;True;0;False;True;False;False
ID12316;27;MALE;SUBURBAN;17610.3;True;0;False;True;False;False
ID12317;27;FEMALE;SUBURBAN;15156.2;True;0;True;True;False;False
ID12318;40;FEMALE;INNER_CITY;31774.1;True;3;True;True;True;False
ID12319;39;MALE;TOWN;31693.5;False;0;True;False;False;True
ID12320;35;FEMALE;INNER_CITY;28598.7;True;0;True;True;False;False
ID12321;37;FEMALE;INNER_CITY;26261.7;False;2;True;False;False;False
ID12322;47;MALE;INNER_CITY;42124.1;True;2;False;True;False;True
ID12323;42;FEMALE;INNER_CITY;39308.7;True;1;False;True;False;True
ID12324;67;FEMALE;INNER_CITY;43530.0;True;0;False;True;True;False
ID12325;57;MALE;RURAL;49874.4;True;3;False;True;False;True
ID12326;47;FEMALE;RURAL;27434.8;False;0;True;True;False;True
ID12327;67;MALE;INNER_CITY;50474.6;True;2;True;True;False;True
ID12328;56;MALE;TOWN;24888.2;False;0;False;True;False;True
ID12329;37;MALE;RURAL;28021.6;False;0;True;True;True;True
ID12330;27;MALE;INNER_CITY;12279.5;False;0;True;False;False;True
ID12331;59;FEMALE;INNER_CITY;30189.4;True;0;True;True;True;True
ID12332;31;MALE;INNER_CITY;28969.4;False;1;False;True;True;False
ID12333;31;MALE;SUBURBAN;14058.5;True;0;False;True;True;True
ID12334;32;FEMALE;TOWN;30404.3;True;0;True;True;False;False
ID12335;57;FEMALE;RURAL;41438.2;False;3;False;False;False;False
ID12336;49;FEMALE;INNER_CITY;16711.3;False;1;False;True;True;True
ID12337;65;MALE;TOWN;52255.9;False;2;True;True;False;True
ID12338;22;FEMALE;INNER_CITY;17866.9;True;2;False;True;True;False
ID12339;26;FEMALE;RURAL;18067.5;True;2;False;False;False;False
ID12340;23;MALE;INNER_CITY;12823.7;True;0;True;True;False;False
ID12341;26;FEMALE;RURAL;11299.3;True;2;True;False;False;False
ID12342;59;FEMALE;INNER_CITY;56031.1;False;0;True;True;False;True
ID12343;67;MALE;INNER_CITY;35263.5;True;1;True;True;False;True
ID12344;34;FEMALE;INNER_CITY;19968.1;True;0;True;True;False;False
ID12345;50;MALE;RURAL;27825.5;True;2;True;False;False;False
ID12346;46;MALE;SUBURBAN;37773.9;False;0;True;True;True;False
ID12347;23;FEMALE;INNER_CITY;7606.25;False;3;True;False;False;False
ID12348;26;MALE;RURAL;21384.4;True;0;False;True;False;False
ID12349;40;MALE;TOWN;20347.0;True;3;False;True;False;False
ID12350;36;MALE;TOWN;21332.3;True;3;True;True;False;False
ID12351;65;MALE;INNER_CITY;57671.7;False;0;False;True;True;False
ID12352;45;FEMALE;TOWN;36057.8;True;1;True;True;True;True
ID12353;23;MALE;INNER_CITY;14290.5;True;2;False;True;True;False
ID12354;42;FEMALE;TOWN;17882.9;True;1;False;True;False;True
ID12355;21;FEMALE;RURAL;10629.1;False;3;False;True;True;False
ID12356;62;FEMALE;INNER_CITY;24262.8;False;0;True;True;False;True
ID12357;49;FEMALE;SUBURBAN;26097.9;False;2;False;True;False;False
ID12358;28;FEMALE;TOWN;23371.0;True;2;False;True;True;False
ID12359;38;FEMALE;TOWN;21495.6;False;3;False;True;True;False
ID12360;36;MALE;TOWN;12166.9;False;0;False;False;False;False
ID12361;22;MALE;SUBURBAN;17180.2;True;0;False;True;False;False
ID12362;40;FEMALE;TOWN;28882.3;True;1;False;True;True;True
ID12363;40;FEMALE;TOWN;21612.2;True;0;False;True;False;False
ID12364;60;FEMALE;INNER_CITY;46358.4;True;0;True;True;True;False
ID12365;23;MALE;INNER_CITY;19166.0;False;0;True;False;False;True
ID12366;21;MALE;INNER_CITY;17921.8;True;1;True;True;False;True
ID12367;58;MALE;TOWN;33229.0;False;0;True;True;False;True
ID12368;48;FEMALE;SUBURBAN;30396.1;False;0;False;True;False;True
ID12369;63;FEMALE;TOWN;34625.2;True;0;True;True;False;False
ID12370;20;MALE;TOWN;16672.8;False;3;True;True;True;False
ID12371;67;FEMALE;SUBURBAN;60747.5;False;2;False;True;True;True
ID12372;62;FEMALE;INNER_CITY;56394.3;False;0;True;True;False;True
ID12373;36;MALE;TOWN;13236.4;True;0;False;True;False;False
ID12374;31;MALE;INNER_CITY;28409.4;True;1;True;True;False;True
ID12375;42;FEMALE;INNER_CITY;27056.5;True;0;True;True;False;False
ID12376;18;MALE;RURAL;9362.58;True;0;True;True;True;True
ID12377;46;FEMALE;SUBURBAN;28702.7;False;1;False;True;True;True
ID12378;25;MALE;TOWN;22366.1;True;1;True;True;False;True
ID12379;65;FEMALE;RURAL;24477.5;False;0;False;False;True;False
ID12380;40;MALE;TOWN;36972.4;True;1;False;True;True;True
ID12381;32;MALE;INNER_CITY;22327.8;True;1;False;True;False;True
ID12382;18;FEMALE;INNER_CITY;15610.2;True;0;False;True;False;False
ID12383;64;MALE;INNER_CITY;54314.5;True;1;True;True;False;True
ID12384;43;FEMALE;INNER_CITY;39175.8;True;3;False;True;True;False
ID12385;22;FEMALE;INNER_CITY;13739.0;True;3;False;True;False;False
ID12386;25;MALE;TOWN;9485.84;True;0;False;False;False;False
ID12387;39;MALE;INNER_CITY;24675.7;True;1;True;True;True;True
ID12388;58;FEMALE;INNER_CITY;28253.6;True;3;False;True;False;False
ID12389;33;MALE;INNER_CITY;14136.5;True;1;False;False;False;False
ID12390;52;FEMALE;RURAL;37162.1;True;1;True;True;False;True
ID12391;23;MALE;INNER_CITY;13519.2;False;0;False;True;False;True
ID12392;44;FEMALE;INNER_CITY;39253.6;False;0;True;True;False;True
ID12393;51;MALE;RURAL;46323.8;True;2;True;True;True;True
ID12394;26;FEMALE;TOWN;20950.7;True;0;False;True;False;False
ID12395;42;MALE;TOWN;22495.7;True;0;False;False;True;False
ID12396;34;MALE;TOWN;32548.9;True;0;True;True;True;False
ID12397;54;FEMALE;RURAL;24583.4;False;2;True;True;True;False
ID12398;18;MALE;RURAL;8639.24;True;2;False;False;False;False
ID12399;47;FEMALE;INNER_CITY;17139.5;False;2;True;True;False;False
