id;age;sex;region;income;married;children;car;fiber;iphone;linux
ID12400;24;FEMALE;INNER_CITY;13667.7;True;0;False;True;False;False
ID12401;19;FEMALE;INNER_CITY;8162.42;True;1;True;True;True;False
ID12402;37;FEMALE;TOWN;15349.6;True;0;False;False;False;False
ID12403;45;FEMALE;TOWN;29231.4;True;0;False;False;False;False
ID12404;49;MALE;RURAL;41462.3;True;3;False;True;True;False
ID12405;67;FEMALE;RURAL;57398.1;False;3;False;True;False;True
ID12406;35;FEMALE;RURAL;11520.8;True;0;False;True;False;False
ID12407;63;MALE;INNER_CITY;52117.3;False;2;True;True;False;True
ID12408;38;MALE;RURAL;26281.4;False;0;True;True;False;True
ID12409;48;MALE;TOWN;25683.4;False;2;True;True;False;False
ID12410;28;FEMALE;INNER_CITY;11920.7;False;1;False;True;False;False
ID12411;46;MALE;TOWN;30658.7;True;0;False;True;False;False
ID12412;66;MALE;INNER_CITY;36646.4;False;1;False;True;False;True
ID12413;61;FEMALE;TOWN;30760.4;False;2;True;True;False;True
ID12414;18;FEMALE;RURAL;16109.9;False;2;True;True;False;False
ID12415;54;FEMALE;TOWN;18036.7;True;0;True;False;False;False
ID12416;45;MALE;RURAL;42628.3;False;0;True;True;True;False
ID12417;60;MALE;INNER_CITY;22110.1;False;2;True;True;False;False
ID12418;45;FEMALE;TOWN;37689.1;False;1;False;True;True;True
ID12419;31;FEMALE;INNER_CITY;23171.8;False;2;False;False;False;False
ID12420;39;MALE;SUBURBAN;21951.3;False;0;True;True;True;False
ID12421;53;MALE;INNER_CITY;38103.4;False;2;True;True;False;True
ID12422;35;MALE;RURAL;22882.9;True;0;True;False;True;True
ID12423;25;FEMALE;TOWN;11043.7;True;1;True;False;True;False
ID12424;32;MALE;TOWN;24027.6;False;0;False;True;False;True
ID12425;36;MALE;SUBURBAN;28495.1;True;0;False;True;False;False
ID12426;24;FEMALE;TOWN;9465.21;False;0;False;True;False;True
ID12427;39;MALE;INNER_CITY;34852.3;True;1;False;False;True;True
ID12428;24;MALE;INNER_CITY;21268.4;True;0;False;True;True;True
ID12429;57;FEMALE;RURAL;50849.2;False;1;False;False;True;True
ID12430;27;FEMALE;TOWN;18555.9;True;3;False;True;False;False
ID12431;66;FEMALE;RURAL;52769.9;True;3;True;True;False;True
ID12432;18;FEMALE;INNER_CITY;11601.4;True;2;False;True;True;False
ID12433;33;FEMALE;TOWN;29541.7;True;0;False;False;False;False
ID12434;48;MALE;SUBURBAN;17861.0;True;2;False;True;False;False
ID12435;23;FEMALE;SUBURBAN;21042.0;True;1;False;True;False;True
ID12436;44;MALE;TOWN;26688.1;True;1;False;False;True;True
ID12437;39;MALE;INNER_CITY;26900.6;True;2;False;False;True;False
ID12438;65;MALE;INNER_CITY;38080.9;True;1;True;False;True;False
ID12439;60;MALE;SUBURBAN;37554.1;True;2;True;True;True;True
ID12440;20;MALE;INNER_CITY;18184.6;True;0;False;True;True;True
ID12441;45;FEMALE;SUBURBAN;28864.9;True;0;False;True;False;False
ID12442;66;MALE;RURAL;48346.1;True;1;True;True;False;True
ID12443;64;MALE;INNER_CITY;53104.3;True;0;True;True;False;False
ID12444;51;FEMALE;INNER_CITY;19416.8;True;0;False;True;False;False
ID12445;34;MALE;RURAL;23638.1;True;2;True;True;False;False
ID12446;65;FEMALE;TOWN;42378.2;True;1;False;True;False;True
ID12447;50;MALE;RURAL;39745.3;True;0;True;False;True;False
ID12448;66;FEMALE;INNER_CITY;45189.8;True;0;False;False;False;False
ID12449;63;MALE;INNER_CITY;37930.9;True;0;False;False;True;False
ID12450;53;FEMALE;INNER_CITY;24042.0;False;1;False;True;False;True
ID12451;33;FEMALE;INNER_CITY;31207.1;False;0;True;True;True;True
ID12452;38;MALE;TOWN;24424.3;True;0;False;True;True;False
ID12453;56;FEMALE;RURAL;24607.8;False;1;False;True;True;False
ID12454;48;MALE;TOWN;43057.0;False;1;True;True;False;True
ID12455;49;FEMALE;SUBURBAN;30198.5;True;0;True;True;True;True
ID12456;54;FEMALE;RURAL;50186.1;True;2;False;True;True;True
ID12457;41;FEMALE;SUBURBAN;22916.1;True;0;False;True;False;False
ID12458;19;MALE;RURAL;9592.73;False;0;False;True;False;True
ID12459;52;FEMALE;INNER_CITY;34253.6;False;3;True;True;False;False
ID12460;52;FEMALE;INNER_CITY;22792.3;True;1;True;True;False;True
ID12461;64;FEMALE;TOWN;51620.8;False;2;True;True;False;True
ID12462;56;MALE;TOWN;19918.9;True;3;False;True;True;False
ID12463;56;MALE;TOWN;29625.1;True;2;False;True;False;False
ID12464;19;FEMALE;TOWN;12549.0;True;0;False;True;False;False
ID12465;56;FEMALE;TOWN;51299.3;True;1;True;True;False;True
ID12466;27;MALE;INNER_CITY;17364.8;True;2;True;True;False;True
ID12467;59;FEMALE;INNER_CITY;29866.9;False;1;True;True;False;True
ID12468;56;MALE;INNER_CITY;47750.2;True;0;True;True;True;False
ID12469;21;MALE;TOWN;11281.5;True;0;False;True;True;False
ID12470;64;MALE;INNER_CITY;34073.8;True;3;False;False;True;False
ID12471;62;MALE;INNER_CITY;46870.4;True;0;False;True;False;False
ID12472;44;FEMALE;INNER_CITY;38453.7;False;2;False;True;False;True
ID12473;24;FEMALE;INNER_CITY;7756.36;False;0;False;True;False;True
ID12474;52;FEMALE;INNER_CITY;28413.8;True;0;False;True;False;False
ID12475;67;FEMALE;SUBURBAN;47198.6;True;2;False;True;False;True
ID12476;41;MALE;INNER_CITY;20866.3;True;0;True;True;False;False
ID12477;58;FEMALE;TOWN;33204.3;False;1;False;False;True;True
ID12478;40;MALE;INNER_CITY;24823.5;False;2;False;True;False;False
ID12479;19;MALE;SUBURBAN;17986.8;True;0;False;True;True;True
ID12480;20;FEMALE;INNER_CITY;9909.82;True;3;False;True;False;False
ID12481;56;FEMALE;TOWN;26542.8;False;0;True;True;False;True
ID12482;46;FEMALE;INNER_CITY;32583.5;True;2;True;True;False;False
ID12483;30;MALE;INNER_CITY;14606.6;True;1;False;True;False;False
ID12484;40;FEMALE;TOWN;34836.8;True;1;True;True;False;True
ID12485;36;FEMALE;TOWN;26920.8;True;0;False;True;False;False
ID12486;57;FEMALE;INNER_CITY;38248.3;False;3;True;True;True;False
ID12487;49;MALE;INNER_CITY;15689.1;False;0;False;True;False;False
ID12488;61;MALE;INNER_CITY;30157.7;False;1;True;True;False;True
ID12489;29;MALE;INNER_CITY;14642.2;False;0;True;True;False;True
ID12490;48;FEMALE;INNER_CITY;15933.3;True;0;False;False;False;False
ID12491;56;FEMALE;INNER_CITY;44288.3;True;0;False;True;False;False
ID12492;40;MALE;TOWN;22197.1;False;0;True;True;False;True
ID12493;58;FEMALE;TOWN;38248.3;True;3;True;False;False;False
ID12494;60;FEMALE;INNER_CITY;22053.2;True;2;True;False;True;False
ID12495;58;FEMALE;SUBURBAN;25468.5;False;0;True;False;True;True
ID12496;67;FEMALE;TOWN;23485.9;True;3;True;False;True;False
ID12497;40;MALE;RURAL;25768.6;True;0;True;False;False;False
ID12498;48;MALE;INNER_CITY;34182.2;True;2;False;True;False;True
ID12499;64;FEMALE;INNER_CITY;57444.5;False;1;False;True;False;True
ID12500;43;MALE;TOWN;38059.8;True;0;True;False;True;False
ID12501;34;FEMALE;RURAL;19481.3;False;0;False;True;True;True
ID12502;26;MALE;RURAL;19563.8;False;3;True;False;True;False
ID12503;48;MALE;INNER_CITY;38598.4;True;0;True;True;False;False
ID12504;35;MALE;INNER_CITY;20754.3;False;0;False;False;True;True
ID12505;24;FEMALE;INNER_CITY;13864.6;True;3;False;True;False;True
ID12506;47;MALE;SUBURBAN;36599.0;True;3;True;True;False;True
ID12507;52;MALE;SUBURBAN;45856.1;False;1;False;True;False;True
ID12508;31;MALE;SUBURBAN;22362.3;False;0;False;True;False;True
ID12509;41;FEMALE;SUBURBAN;21984.0;True;1;True;True;False;True
ID12510;23;MALE;SUBURBAN;11073.0;True;2;False;False;False;False
ID12511;27;FEMALE;INNER_CITY;18158.5;False;1;True;True;True;True
ID12512;22;MALE;INNER_CITY;7304.2;False;0;True;True;True;False
ID12513;67;FEMALE;INNER_CITY;58092.0;False;2;True;True;False;True
ID12514;26;FEMALE;INNER_CITY;16518.6;True;0;True;True;False;True
ID12515;58;FEMALE;SUBURBAN;46461.5;True;0;False;True;False;False
ID12516;27;MALE;RURAL;20058.7;True;0;False;True;True;False
ID12517;36;MALE;INNER_CITY;12533.2;False;1;False;False;True;False
ID12518;31;MALE;RURAL;22848.5;True;1;True;True;False;True
ID12519;28;FEMALE;TOWN;25699.4;True;2;True;True;False;True
ID12520;57;MALE;TOWN;21612.6;True;0;False;True;True;False
ID12521;64;MALE;INNER_CITY;48950.9;True;0;True;True;True;False
ID12522;49;MALE;INNER_CITY;41438.0;False;1;False;True;False;True
ID12523;22;MALE;INNER_CITY;11411.0;True;1;True;True;False;False
ID12524;58;FEMALE;INNER_CITY;43940.6;True;0;True;True;False;False
ID12525;20;MALE;TOWN;17239.5;False;1;True;True;False;True
ID12526;44;FEMALE;RURAL;30488.7;True;0;False;True;False;False
ID12527;65;FEMALE;TOWN;29866.3;True;3;False;False;False;False
ID12528;53;FEMALE;INNER_CITY;32184.4;True;2;True;True;False;True
ID12529;34;FEMALE;INNER_CITY;17308.7;True;1;True;True;True;True
ID12530;35;MALE;RURAL;27863.9;False;2;False;True;True;False
ID12531;48;MALE;TOWN;28920.6;True;0;False;False;True;False
ID12532;64;FEMALE;TOWN;58367.3;True;1;True;True;False;True
ID12533;46;MALE;TOWN;16849.3;False;0;True;True;True;False
ID12534;42;FEMALE;RURAL;28138.5;True;0;False;True;True;True
ID12535;47;MALE;INNER_CITY;23038.2;True;0;True;False;False;False
ID12536;23;MALE;TOWN;11736.9;False;2;True;True;True;False
ID12537;35;MALE;INNER_CITY;16479.5;True;0;True;False;True;True
ID12538;64;FEMALE;INNER_CITY;31415.7;False;1;True;False;True;True
ID12539;18;FEMALE;SUBURBAN;12117.3;True;1;False;True;False;False
ID12540;19;MALE;INNER_CITY;15417.1;True;1;True;True;False;False
ID12541;40;MALE;INNER_CITY;29414.6;True;1;False;False;True;True
ID12542;47;MALE;INNER_CITY;44682.1;True;0;True;True;False;False
ID12543;43;FEMALE;RURAL;36281.0;True;0;True;True;False;False
ID12544;38;MALE;TOWN;33302.8;False;0;True;True;True;True
ID12545;21;FEMALE;RURAL;15797.1;True;0;False;True;False;True
ID12546;40;MALE;RURAL;31864.8;True;0;True;True;False;False
ID12547;52;FEMALE;TOWN;43719.5;True;0;False;True;False;False
ID12548;35;FEMALE;TOWN;30799.5;True;2;False;True;False;True
ID12549;53;MALE;RURAL;48971.6;True;3;True;True;False;True
ID12550;38;FEMALE;RURAL;34061.4;False;0;True;True;False;True
ID12551;42;MALE;INNER_CITY;28938.6;True;3;True;False;False;False
ID12552;43;MALE;TOWN;38540.0;False;0;True;False;True;False
ID12553;59;FEMALE;INNER_CITY;27045.1;False;0;False;True;False;True
ID12554;59;FEMALE;RURAL;51284.3;False;0;True;True;True;False
ID12555;24;MALE;INNER_CITY;16352.2;False;0;False;True;True;False
ID12556;27;FEMALE;INNER_CITY;11866.4;True;0;True;True;False;False
ID12557;32;FEMALE;TOWN;13267.6;True;0;True;True;True;False
ID12558;65;FEMALE;INNER_CITY;61554.6;True;0;False;True;False;False
ID12559;18;MALE;SUBURBAN;13700.2;False;1;False;True;False;False
ID12560;66;MALE;TOWN;46963.9;True;1;False;True;False;True
ID12561;41;MALE;INNER_CITY;23475.6;True;0;True;True;True;True
ID12562;64;FEMALE;SUBURBAN;24554.1;True;0;True;False;True;False
ID12563;23;FEMALE;INNER_CITY;18050.0;True;0;True;True;True;True
ID12564;29;FEMALE;RURAL;15237.6;True;2;True;True;False;False
ID12565;28;MALE;TOWN;20555.0;False;0;True;True;False;True
ID12566;57;FEMALE;TOWN;28421.7;True;2;True;True;True;False
ID12567;38;MALE;INNER_CITY;21876.5;True;0;False;True;False;False
ID12568;34;FEMALE;SUBURBAN;12810.2;False;3;False;True;False;True
ID12569;43;MALE;SUBURBAN;15109.4;True;0;False;True;False;True
ID12570;63;MALE;TOWN;37414.7;False;3;True;True;False;False
ID12571;62;FEMALE;INNER_CITY;41521.6;True;0;False;True;True;False
ID12572;51;FEMALE;INNER_CITY;25372.8;True;0;True;True;False;False
ID12573;61;MALE;INNER_CITY;21139.8;True;2;True;False;False;False
ID12574;41;FEMALE;TOWN;27757.6;False;0;False;True;False;True
ID12575;31;FEMALE;TOWN;22678.1;False;1;True;True;True;True
ID12576;33;FEMALE;TOWN;12178.5;True;2;False;True;True;False
ID12577;43;MALE;RURAL;26106.7;False;1;False;True;False;True
ID12578;40;MALE;INNER_CITY;27417.6;True;0;False;True;True;False
ID12579;47;MALE;TOWN;23337.2;True;2;False;True;True;False
ID12580;46;MALE;TOWN;43395.5;False;1;True;True;False;True
ID12581;30;MALE;RURAL;11536.2;True;2;False;True;True;False
ID12582;47;MALE;INNER_CITY;44658.6;False;2;True;True;False;True
ID12583;44;MALE;RURAL;32762.5;False;0;False;True;True;False
ID12584;23;MALE;RURAL;16403.8;True;0;True;False;False;False
ID12585;28;FEMALE;INNER_CITY;21184.7;True;1;True;True;False;True
ID12586;64;FEMALE;INNER_CITY;49917.3;True;0;True;True;True;False
ID12587;35;FEMALE;TOWN;21623.8;True;0;False;False;True;False
ID12588;19;MALE;RURAL;16625.9;True;1;False;True;False;True
ID12589;27;FEMALE;TOWN;14014.5;True;3;False;False;False;False
ID12590;27;MALE;INNER_CITY;20409.3;True;2;False;True;False;True
ID12591;58;FEMALE;INNER_CITY;31671.3;True;1;True;False;True;True
ID12592;46;FEMALE;TOWN;17149.2;False;1;True;True;False;True
ID12593;61;FEMALE;TOWN;27756.3;True;0;True;False;True;True
ID12594;59;MALE;INNER_CITY;40949.9;False;0;False;True;False;True
ID12595;47;FEMALE;RURAL;43743.2;True;3;False;True;False;False
ID12596;44;MALE;INNER_CITY;38459.9;True;0;False;False;True;True
ID12597;50;MALE;TOWN;40972.9;False;2;True;True;True;True
ID12598;64;MALE;INNER_CITY;46587.9;False;0;False;True;False;True
ID12599;51;FEMALE;TOWN;43799.6;False;0;False;True;True;False
ID12600;46;FEMALE;TOWN;18912.2;True;0;True;True;False;True
ID12601;39;FEMALE;INNER_CITY;27765.8;True;3;True;False;False;False
ID12602;58;FEMALE;INNER_CITY;33007.3;False;1;True;True;False;True
ID12603;32;FEMALE;TOWN;26325.3;True;0;True;False;False;False
ID12604;22;FEMALE;INNER_CITY;15308.2;False;0;True;True;True;False
ID12605;63;FEMALE;INNER_CITY;59805.6;True;1;True;True;False;True
ID12606;35;FEMALE;TOWN;28658.3;True;0;True;True;False;False
ID12607;59;FEMALE;INNER_CITY;23175.0;True;0;False;False;True;True
ID12608;22;FEMALE;SUBURBAN;11595.4;False;0;True;True;False;True
ID12609;60;MALE;SUBURBAN;50409.9;False;2;False;True;True;True
ID12610;23;FEMALE;RURAL;11215.3;True;2;True;True;False;True
ID12611;29;FEMALE;TOWN;13327.8;True;0;False;False;False;False
ID12612;44;MALE;INNER_CITY;16088.8;True;3;False;True;False;False
ID12613;63;FEMALE;TOWN;43943.0;True;0;True;True;True;False
ID12614;25;FEMALE;RURAL;14505.3;False;3;False;True;False;False
ID12615;37;MALE;INNER_CITY;33886.4;False;0;True;True;False;True
ID12616;48;FEMALE;INNER_CITY;16662.5;True;1;False;True;False;True
ID12617;35;FEMALE;TOWN;20262.6;False;0;False;True;False;True
ID12618;51;MALE;TOWN;33615.4;True;1;False;False;True;True
ID12619;27;FEMALE;TOWN;22007.1;False;3;False;True;False;False
ID12620;56;FEMALE;INNER_CITY;28981.1;True;3;True;True;True;False
ID12621;38;FEMALE;INNER_CITY;12163.9;True;2;True;True;False;True
ID12622;36;FEMALE;TOWN;17247.7;True;2;True;True;False;False
ID12623;27;MALE;SUBURBAN;12683.6;False;3;False;True;True;False
ID12624;34;FEMALE;TOWN;16291.0;True;0;True;False;True;False
ID12625;44;MALE;SUBURBAN;18707.3;True;0;True;True;True;True
ID12626;43;FEMALE;INNER_CITY;19326.9;True;1;False;True;False;True
ID12627;32;MALE;INNER_CITY;14511.8;False;2;False;False;True;False
ID12628;21;FEMALE;TOWN;10672.0;False;1;False;True;True;False
ID12629;30;FEMALE;INNER_CITY;25830.5;True;2;False;True;False;False
ID12630;55;MALE;RURAL;43499.5;True;1;True;True;False;False
ID12631;64;MALE;SUBURBAN;59175.1;True;1;False;True;False;True
ID12632;36;FEMALE;INNER_CITY;27642.9;False;1;True;True;False;True
ID12633;59;MALE;INNER_CITY;30067.5;False;1;False;True;False;True
ID12634;60;MALE;INNER_CITY;29714.4;True;0;True;True;True;True
ID12635;27;FEMALE;TOWN;13950.4;False;1;True;True;True;False
ID12636;29;MALE;INNER_CITY;10072.6;True;0;False;True;False;False
ID12637;53;FEMALE;INNER_CITY;37850.6;False;1;False;True;False;True
ID12638;61;FEMALE;RURAL;57176.4;False;2;False;True;False;True
ID12639;43;FEMALE;INNER_CITY;38784.0;True;0;False;True;False;False
ID12640;19;MALE;INNER_CITY;10191.8;True;0;False;True;True;True
ID12641;48;FEMALE;INNER_CITY;21821.4;True;1;True;False;True;True
ID12642;39;MALE;RURAL;37389.0;True;2;False;True;False;True
ID12643;32;MALE;INNER_CITY;14627.9;True;2;True;True;False;False
ID12644;63;MALE;SUBURBAN;48770.5;True;1;True;False;True;True
ID12645;46;MALE;RURAL;21096.2;True;1;True;True;False;True
ID12646;40;MALE;INNER_CITY;36256.9;False;0;False;True;True;True
ID12647;27;FEMALE;INNER_CITY;15281.8;False;0;True;False;True;True
ID12648;22;MALE;SUBURBAN;9316.98;True;2;True;True;False;False
ID12649;42;MALE;RURAL;20736.2;True;1;True;True;False;True
ID12650;58;FEMALE;TOWN;52662.5;True;1;True;True;True;True
ID12651;23;FEMALE;INNER_CITY;8020.19;True;1;True;True;False;False
ID12652;58;MALE;SUBURBAN;32245.4;True;3;False;False;False;False
ID12653;45;MALE;INNER_CITY;41107.2;True;2;True;True;False;False
ID12654;49;FEMALE;SUBURBAN;39358.3;True;0;True;False;True;False
ID12655;67;FEMALE;INNER_CITY;36095.9;True;3;True;True;False;False
ID12656;20;FEMALE;TOWN;7723.93;True;2;True;True;False;False
ID12657;43;FEMALE;RURAL;18565.8;True;1;True;True;True;True
ID12658;41;MALE;RURAL;25132.9;True;0;False;True;False;False
ID12659;38;FEMALE;SUBURBAN;31290.6;True;0;False;True;False;False
ID12660;67;FEMALE;SUBURBAN;24858.4;True;0;False;True;True;True
ID12661;40;MALE;INNER_CITY;16398.8;False;1;False;True;False;True
ID12662;25;FEMALE;SUBURBAN;23287.9;False;0;False;True;True;True
ID12663;57;FEMALE;RURAL;50897.6;True;0;False;True;False;False
ID12664;32;FEMALE;INNER_CITY;22446.5;False;1;False;True;True;True
ID12665;44;MALE;SUBURBAN;23092.1;True;0;True;True;True;True
ID12666;30;MALE;TOWN;24867.6;True;0;True;False;False;False
ID12667;43;MALE;TOWN;22234.7;True;0;False;True;True;False
ID12668;19;FEMALE;INNER_CITY;17371.1;True;2;True;True;False;False
ID12669;37;FEMALE;TOWN;29574.0;True;0;True;True;False;False
ID12670;49;MALE;INNER_CITY;17944.2;False;1;True;True;True;True
ID12671;49;FEMALE;RURAL;33665.5;False;3;True;True;False;False
ID12672;40;MALE;INNER_CITY;36166.2;True;0;False;False;False;False
ID12673;33;FEMALE;SUBURBAN;27712.9;False;2;False;True;False;True
ID12674;39;MALE;TOWN;22400.7;True;2;True;True;False;False
ID12675;43;FEMALE;INNER_CITY;28469.9;True;0;True;True;False;False
ID12676;37;MALE;TOWN;30488.0;True;0;False;True;True;False
ID12677;24;FEMALE;TOWN;19160.3;True;1;True;True;False;True
ID12678;62;MALE;TOWN;45342.5;True;0;True;False;False;True
ID12679;18;MALE;INNER_CITY;6294.21;False;0;False;True;True;False
ID12680;47;FEMALE;TOWN;25127.7;True;0;True;False;False;False
ID12681;63;MALE;SUBURBAN;51879.3;True;2;True;False;True;True
ID12682;20;MALE;TOWN;12644.9;True;2;True;True;True;False
ID12683;46;FEMALE;TOWN;21984.4;False;3;False;False;False;False
ID12684;47;FEMALE;RURAL;29093.1;False;2;True;True;False;False
ID12685;33;MALE;TOWN;23528.4;True;1;False;True;True;True
ID12686;20;MALE;TOWN;9516.91;False;3;True;True;False;False
ID12687;20;MALE;INNER_CITY;18364.9;True;1;False;True;False;True
ID12688;43;FEMALE;TOWN;31273.8;False;1;True;False;False;True
ID12689;58;MALE;RURAL;49673.6;True;0;False;True;False;False
ID12690;29;MALE;SUBURBAN;12623.4;True;1;True;True;False;False
ID12691;25;MALE;INNER_CITY;23818.6;True;0;False;False;False;False
ID12692;40;FEMALE;INNER_CITY;31473.9;False;2;False;True;True;True
ID12693;48;MALE;TOWN;20268.0;True;0;False;True;False;False
ID12694;65;MALE;SUBURBAN;51417.0;True;2;False;True;False;True
ID12695;59;FEMALE;RURAL;30971.8;True;3;True;True;True;False
ID12696;61;FEMALE;INNER_CITY;47025.0;False;2;True;True;True;False
ID12697;30;FEMALE;INNER_CITY;9672.25;True;0;True;True;False;False
ID12698;31;FEMALE;TOWN;15976.3;True;0;True;False;False;True
ID12699;29;MALE;INNER_CITY;14711.8;True;0;False;False;True;False
ID12700;38;MALE;TOWN;26671.6;False;0;True;True;True;True
